optimized_group_id,headword,source_count,source_words,added_count,added_forms,memory_word_count,all_memory_words,source_group_id,decision,root_affix,group_explanation,memory_link,mnemonic,collocations,related_recommendations,definitions
O0650,essence,2,"essence, essential",0,,2,"essence, essential",D0649,kept,ess 存在，ence 名词；ential 形容词后缀,essential是essence的形容词，表示本质的，必要的。,想象提炼精油，精油是植物的本质(essence)，是必不可少的(essential)。,本质(essence)的东西是必要的(essential),in essence - 本质上 | essential oil - 精油 | essential for - 对…必不可少,注意essential也可作名词，常用复数essentials表示必需品,essence: n. 本质，实质；精华；香精n. (Essence)人名；(英)埃森丝 | essential: adj. 基本的；必要的；本质的；精华的n. 本质；要素；要点；必需品
O0651,establish,3,"establish, establishment, estate",0,,3,"establish, establishment, estate",D0650,kept,e- 加强；sta 站立；-lish 使；-ment 名词；estate 来源于e- + state，原义为建立起来的状态，即产业,establish建立；establishment建立物，机构；estate建立起来的不动产，财产。三者都与‘建立’有关。,建立(establish)一个机构(establishment)后拥有了一片房产(estate)。,建立(establish)起来的名词是机构(establishment)和产业(estate),establish a company - 建立公司 | educational establishment - 教育机构 | real estate - 房地产,注意establishment也指当权派,establish: v. 建立，创立；确立；获得接受；查实，证实 | establishment: n. 确立，制定；公司；设施 | estate: n. 房地产；财产；身份
O0652,esthetic,1,esthetic,0,,1,esthetic,D0651,kept,,,,,,,esthetic: adj. 审美的（等于aesthetic）；感觉的n. 美学；审美家；唯美主义者
O0653,estimate,1,estimate,0,,1,estimate,D0652,kept,,,,,,,estimate: n. 估计，估价；判断，看法v. 估计，估量；判断，评价
O0654,eternal,1,eternal,0,,1,eternal,D0653,kept,,,,,,,eternal: adj. 永恒的；不朽的
O0655,ethics,1,ethics,0,,1,ethics,D0654,kept,,,,,,,ethics: n. 伦理学；伦理观；道德标准
O0656,ethnic,1,ethnic,0,,1,ethnic,D0655,kept,,,,,,,ethnic: adj. 种族的；人种的
O0657,evaluate,1,evaluate,0,,1,evaluate,D0656,kept,,,,,,,evaluate: vt. 评价；估价；求…的值vi. 评价；估价
O0658,evaporate,1,evaporate,0,,1,evaporate,D0657,kept,,,,,,,evaporate: vt. 使……蒸发；使……脱水；使……消失vi. 蒸发，挥发；消失，失踪
O0659,eve,1,eve,0,,1,eve,D0658,kept,,,,,,,eve: n. 夏娃； 前夕；傍晚；重大事件关头
O0660,everybody,1,everybody,0,,1,everybody,D0659,kept,,,,,,,everybody: pron. 每个人，人人
O0661,evidence,1,evidence,0,,1,evidence,D0660,kept,,,,,,,evidence: n. 证据，证明；迹象；明显vt. 证明
O0662,evil,1,evil,0,,1,evil,D0661,kept,,,,,,,evil: adj. 邪恶的；不幸的；有害的；讨厌的n. 罪恶，邪恶；不幸
O0663,evoke,1,evoke,0,,1,evoke,D0662,kept,,,,,,,evoke: vt. 引起，唤起；博得
O0664,evolve,2,"evolution, evolve",0,,2,"evolution, evolve",D0663,kept,"volve = roll, turn (滚动，转)",源自拉丁语 'evolvere' (展开，转出来)。evolve (v. 进化，发展) → evolution (n. 进化，演变)。,生物进化 (evolution) 是物种慢慢演变 (evolve) 的漫长过程。,volve滚动发展，evolve进化evolution论。,evolve into——进化成 | theory of evolution——进化论,"联想 revolve (旋转), involve (卷入)，都有 volve 词根",evolution: n. 演变；进化论；进展 | evolve: vt. 发展；进化；使逐步形成；推断出vi. 发展，进展；进化；逐步形成
O0665,exaggerate,1,exaggerate,0,,1,exaggerate,D0664,kept,,,,,,,exaggerate: vt. 使扩大；使增大vi. 夸大；夸张
O0666,examination,1,examination,0,,1,examination,D0665,kept,,,,,,,examination: n. 考试；检查；查问
O0667,exceed,4,"exceed, exceedingly, excess, excessive",0,,4,"exceed, exceedingly, excess, excessive",D0666,kept,ceed/cess = go (走),均源自拉丁语 'cedere' (走)。exceed (超过) → exceedingly (极其，adv.) → excess (过度，n.) → excessive (过度的，adj.)。,司机超速 (exceed the speed limit)，引发过度 (excessive) 麻烦，极度 (exceedingly) 后悔。,ceed走过头是超过，cess过度就过分。,exceed the speed limit——超速 | to excess——过度地 | excessive drinking——酗酒,对比 excel (优秀)，拼写相近但意义不同,exceed: vt. 超过；胜过vi. 超过其他 | exceedingly: adv. 非常；极其；极度地；极端 | excess: n. 超过，超额；过度，过量；无节制adj. 额外的，过量的；附加的 | excessive: adj. 过多的，极度的；过分的
O0668,exception,2,"exception, exceptional",0,,2,"exception, exceptional",D0667,kept,cept = take (拿),源自拉丁语 'excipere' (拿出)。exception (例外，拿出去的事物) → exceptional (异常的，例外的)。,规则之外“拿出去”的条款就是 exception，这种特例常是 exceptional（非凡的）。,拿出去就是例外，例外的学生很优秀。,with the exception of——除…外 | exceptional case——特例 | exceptional student——超常学生,联想 accept (接受，ac+cept 拿进来)，反义参照,exception: n. 例外；异议 | exceptional: adj. 异常的，例外的n. 超常的学生
O0669,excite,2,"excite, exciting",0,,2,"excite, exciting",D0668,kept,"cit = call, stir (唤起)",excite (v. 使兴奋) 的现在分词 exciting (adj. 令人兴奋的)。动词与形容词紧密关联。,一条激动人心的消息 (exciting news) 能让所有人兴奋 (excite everyone)。,cit呼唤内心激动，excite动词exciting形。,be excited about——对…兴奋 | an exciting adventure——激动人心的冒险,区分 exciting (令人兴奋) 与 excited (感到兴奋),excite: v. 使兴奋；刺激，使紧张不安；激起，引发；激发，激励；激发（性欲）；使……活动 | exciting: adj. 令人兴奋的；使人激动的v. 激动；刺激（excite的ing形式）；唤起
O0670,exclaim,1,exclaim,0,,1,exclaim,D0669,kept,,,,,,,exclaim: vi. 呼喊，惊叫；大声叫嚷vt. 大声说出
O0671,exclude,3,"exclude, exclusive, exclusively",0,,3,"exclude, exclusive, exclusively",D0670,kept,clude/clus = shut (关闭),均源自拉丁语 'claudere' (关闭)。exclude (排斥在外) → exclusive (排外的，独有的) → exclusively (专有地)。,高级俱乐部将普通人排除 (exclude)，只为专属 (exclusive) 会员专有 (exclusively) 服务。,clude关闭排外，exclusive独家exclusively专有。,exclude sb from——排斥某人 | an exclusive interview——独家采访 | exclusively for——专为…,对比 include (包括) 为反义,exclude: vt. 排除；排斥；拒绝接纳；逐出 | exclusive: adj. 独有的；排外的；专一的n. 独家新闻；独家经营的项目；排外者 | exclusively: adv. 唯一地，专有地，排外地；作为唯一的（消息）来源
O0672,excursion,1,excursion,0,,1,excursion,D0671,kept,,,,,,,excursion: n. 偏移；远足；短程旅行；离题；游览，游览团
O0673,execute,3,"execute, execution, executive",0,,3,"execute, execution, executive",D0672,kept,secut/sequ = follow (跟随),源自拉丁语 'exsequi' (跟随到底，执行)。execute (v. 执行; 处死) → execution (n.) → executive (adj./n. 行政的; 高管)。,CEO (executive) 下达命令，下属执行 (execute)，整个过程叫 execution。,跟着做就是执行，CEO是executive。,execute a plan——执行计划 | carry out an execution——执行死刑 | chief executive——首席执行官,注意 executive 作形容词时表示“行政的”，作名词指“高管”,execute: vt. 实行；执行；处死 | execution: n. 执行，实行；完成；死刑 | executive: adj. 经营管理的；有执行权的；高级的；供重要人物使用的n. 主管；行政领导；（政府的）行政部门；执行委员会
O0674,exemplify,1,exemplify,0,,1,exemplify,D0673,kept,,,,,,,exemplify: vt. 例证；例示
O0675,exempt,1,exempt,0,,1,exempt,D0674,kept,,,,,,,exempt: adj. 被免除（责任或义务）的，获豁免的v. 免除，豁免n. 被免除义务者（尤指被免税者）
O0676,exercise,1,exercise,0,,1,exercise,D0675,kept,,,,,,,exercise: n. 运动；练习；运用；操练；礼拜；典礼vt. 锻炼；练习；使用；使忙碌；使惊恐vi. 运动；练习
O0677,exert,1,exert,0,,1,exert,D0676,kept,,,,,,,exert: vt. 运用，发挥；施以影响
O0678,exhaust,1,exhaust,0,,1,exhaust,D0677,kept,,,,,,,exhaust: v. 使精疲力尽；耗尽；彻底探讨；排出（气体）n. 废气；排气管
O0679,exhibit,2,"exhibit, exhibition",0,,2,"exhibit, exhibition",D0678,kept,hibit = hold (持有),源自拉丁语 'exhibere' (拿出，呈现)。exhibit (v/n 展出，展品) → exhibition (n. 展览会)。,博物馆把藏品拿出来“给出去看” (ex- 出 + hibit 持)，举办展览 (exhibition)。,hibit持有，拿出来展是exhibit。,on exhibit——在展出 | art exhibition——艺术展,联想 inhibit (抑制，in+hibit 保持在内→抑制),exhibit: vt. 展览；显示；提出（证据等）n. 展览品；证据；展示会vi. 展出；开展览会 | exhibition: n. 展览，显示；展览会；展览品
O0680,exile,1,exile,0,,1,exile,D0679,kept,,,,,,,exile: n. 流放，充军；放逐，被放逐者；流犯vt. 放逐，流放；使背井离乡
O0681,existence,1,existence,0,,1,existence,D0680,kept,,,,,,,existence: n. 存在，实在；生存，生活；存在物，实在物
O0682,exotic,1,exotic,0,,1,exotic,D0681,kept,,,,,,,exotic: adj. 异国的；外来的；异国情调的
O0683,expansion,1,expansion,0,,1,expansion,D0682,kept,,,,,,,expansion: n. 膨胀；阐述；扩张物
O0684,expectation,1,expectation,0,,1,expectation,D0683,kept,,,,,,,expectation: n. 期待；预期；指望
O0685,expedition,1,expedition,0,,1,expedition,D0684,kept,,,,,,,expedition: n. 远征；探险队；迅速
O0686,expel,1,expel,0,,1,expel,D0685,kept,,,,,,,expel: vt. 驱逐；开除
O0687,expend,3,"expend, expenditure, expensive",0,,3,"expend, expenditure, expensive",D0686,kept,"pend/pens = weigh, pay (称量，支付)",同源拉丁语 'expendere' (支付出去)。expend (花费) → expenditure (支出，n.) → expensive (昂贵的，adj.)。,花钱 (expend) 大手大脚，造成巨大支出 (expenditure)，东西显得昂贵 (expensive)。,pend称量花钱，expensive太贵。,expend energy——耗费精力 | government expenditure——政府开支 | an expensive car——昂贵的车,区分 expense (费用，常用复数) 与 expensive (形容词),expend: vt. 花费；消耗；用光；耗尽 | expenditure: n. 支出，花费；经费，消费额 | expensive: adj. 昂贵的；花钱的
O0688,experience,3,"experience, experiment, experimental",0,,3,"experience, experiment, experimental",D0687,kept,per = try (尝试),源自拉丁语 'experiri' (尝试)。experience (经验/体验) → experiment (实验) → experimental (实验性的)。,通过实验 (experiment) 积累经验 (experience)，设计实验性 (experimental) 方案。,per尝试，experience经验，experiment实验。,work experience——工作经验 | conduct an experiment——进行实验 | experimental results——实验结果,区分 experienced (有经验的) 和 experimental (实验的),experience: n. 经验；经历；体验vt. 经验；经历；体验 | experiment: n. 实验，试验；尝试v. 尝试；试验；进行实验 | experimental: adj. 实验的；根据实验的；试验性的
O0689,expertise,1,expertise,0,,1,expertise,D0688,kept,,,,,,,expertise: n. 专门知识；专门技术；专家的意见
O0690,expire,1,expire,0,,1,expire,D0689,kept,,,,,,,expire: vi. 期满；终止；死亡；呼气vt. 呼出（空气）
O0691,explanation,1,explanation,0,,1,explanation,D0690,kept,,,,,,,explanation: n. 说明，解释；辩解
O0692,exploit,1,exploit,0,,1,exploit,D0691,kept,,,,,,,exploit: vt. 开发，开拓；剥削；开采n. 英雄事迹；英勇行为；奇遇
O0693,explosion,2,"explosion, explosive",0,,2,"explosion, explosive",D0692,kept,词根 -plos- 拍手、爆发；ex- 向外,explosion 是名词，explosive 是形容词/名词，均围绕爆炸展开。,炸弹引爆时，猛烈的爆炸(explosion)产生大量爆炸性(explosive)碎片。,向外拍手，爆发爆炸,explosion-proof - 防爆的 | explosive device - 爆炸装置,implosion (内爆) | explode (v. 爆炸),explosion: n. 爆炸；爆发；激增n. （Explosion）《引爆者》（一部中国动作、犯罪电影）。 | explosive: adj. 爆炸的；爆炸性的；爆发性的n. 炸药；爆炸物
O0694,exposition,2,"exposition, exposure",0,,2,"exposition, exposure",D0693,kept,词根 -pos- 放置；ex- 向外,exposition 意为阐述、展览，exposure 意为暴露、曝光，均有“展露在外”的核心义。,在博览会上，展品充分曝光在观众眼前。,向外放置，一阐一曝,exposition of a theme - 主题阐述 | exposure to sunlight - 日光暴晒,disposition (性情) | impose (强加),exposition: n. 博览会；阐述；展览会 | exposure: n. 暴露；曝光；揭露；陈列
O0695,expression,1,expression,0,,1,expression,D0694,kept,,,,,,,expression: n. 表现，表示，表达；表情，脸色，态度，腔调，声调；式，符号；词句，语句，措辞，说法
O0696,exquisite,1,exquisite,0,,1,exquisite,D0695,kept,,,,,,,exquisite: adj. 精致的；细腻的；优美的，高雅的；异常的；剧烈的n. 服饰过于讲究的男子
O0697,extend,4,"extend, extension, extensive, extent",0,,4,"extend, extension, extensive, extent",D0696,kept,词根 -tend/-tens/-tent 拉伸；ex- 向外,extend v.延伸，extension n.延伸，extensive adj.广泛的，extent n.程度/范围，均由“向外拉伸”引申。,一根橡皮筋被拉长，延伸的范围越来越大，覆盖了广阔的区域。,向外拉伸，程度广阔,extend a deadline - 延长截止日期 | file extension - 文件扩展名 | extensive reading - 泛读 | to some extent - 在某种程度上,intend (打算) | tend (倾向),extend: vt. 延伸；扩大；推广；伸出；给予；使竭尽全力；对…估价vi. 延伸；扩大；伸展；使疏开 | extension: n. 拓展；延伸；接发；（医学）牵引；（计算机）拓展名；（逻辑）外延 | extensive: adj. 广泛的；大量的；广阔的 | extent: n. 程度；范围；长度
O0698,exterior,2,"exterior, external",0,,2,"exterior, external",D0697,kept,词根 exter- 外面的,exterior 多指建筑或表面的外部，external 则更抽象，指外界的、外用的。,从房子的外观(exterior)可以看到周围的外部环境(external surroundings)。,外部一对：外观外因,exterior design - 外部设计 | external pressure - 外部压力 | for external use only - 仅供外用,interior (内部) | internal (内部的),exterior: adj. 外部的，外面的，外在的；（电影场景）室外的；外界的n. （建筑）外部，表面；（人的）外型，外貌；（摄影）外景 | external: adj. 外部的；表面的；[药] 外用的；外国的；外面的n. 外部；外观；外面
O0699,extinct,2,"extinct, extinguish",0,,2,"extinct, extinguish",D0698,kept,词根 -stingu- 扑灭；ex- 完全,extinct 是形容词，指已灭绝或已熄灭的状态；extinguish 是动词，指扑灭、消除的动作。,消防员迅速扑灭(extinguish)大火，避免森林物种灭绝(extinct)。,行动扑灭，结果灭绝,extinct species - 灭绝物种 | extinguish a fire - 灭火,distinguish (区分) | instinct (本能),extinct: adj. 灭绝的，绝种的；熄灭的vt. 使熄灭 | extinguish: vt. 熄灭；压制；偿清
O0700,extract,1,extract,0,,1,extract,D0699,kept,,,,,,,extract: v. 提取，提炼；索取，设法得到；选取，摘录；取出，拔出；推断出，引申出；开（方），求（根）n. 摘录，引文；榨出物，汁
O0701,extraordinary,2,"extraordinary, extravagant",0,,2,"extraordinary, extravagant",D0700,kept,前缀 extra- 超出；ordinary 普通的；vagant(漫游的）,两者共享 extra- 前缀，extraordinary 强调超出普通而非凡；extravagant 强调超出界限而奢侈。,那位非凡的(extraordinary)富豪以奢侈(extravagant)的生活方式闻名。,超出普通，非凡奢侈,extraordinary meeting - 特别会议 | extravagant lifestyle - 奢侈的生活方式,ordinary (普通的) | vague (模糊的),extraordinary: adj. 非凡的；特别的；离奇的；特派的 | extravagant: adj. 奢侈的；浪费的；过度的；放纵的
O0702,eyesight,1,eyesight,0,,1,eyesight,D0701,kept,,,,,,,eyesight: n. 视力；目力
O0703,fabricate,3,"fabricate, facility, factory",0,,3,"fabricate, facility, factory",D0702,kept,词根 fac/fab 做，制作,fabricate 制造/伪造；factory 工厂（制造地）；facility 设施/设备（辅助做事），都源于“做”的概念。,工厂(factory)用先进设备(facility)制造(fabricate)精密零件。,工厂里有设施，制造产品,fabricate a story - 编造故事 | car factory - 汽车工厂 | sports facility - 体育设施,manufacture (制造) | factor (因素，也来自 fac),fabricate: vt. 制造；伪造；装配 | facility: n. 设施，设备；（机器等的）特别装置，特殊功能；（特定用途的）场所；才能，天赋 | factory: n. 工厂；制造厂；代理店
O0704,facet,1,facet,0,,1,facet,D0703,kept,,,,,,,facet: n. 面；方面；小平面vt. 在…上琢面
O0705,facilitate,1,facilitate,0,,1,facilitate,D0704,kept,,,,,,,facilitate: vt. 促进；帮助；使容易
O0706,factor,1,factor,0,,1,factor,D0705,kept,,,,,,,factor: n. 因素；要素；[物] 因数；代理人vi. 做代理商vt. 把…作为因素计入；代理经营；把…分解成n. (Factor)人名；(英)法克特
O0707,faculty,1,faculty,0,,1,faculty,D0706,kept,,,,,,,faculty: n. 科，系；能力，官能；全体教员
O0708,fahrenheit,1,fahrenheit,0,,1,fahrenheit,D0707,kept,,,,,,,fahrenheit: adj. 华氏温度计的；华氏的n. 华氏温度计；华氏温标
O0709,faint,1,faint,0,,1,faint,D0708,kept,,,,,,,faint: adj. 模糊的；头晕的；虚弱的；[医] 衰弱的vi. 昏倒；变得微弱；变得没气力n. [中医] 昏厥，昏倒
O0710,faithful,1,faithful,0,,1,faithful,D0709,kept,,,,,,,faithful: adj. 忠实的，忠诚的；如实的；准确可靠的n. (Faithful)人名；(英)费思富尔
O0711,fake,1,fake,0,,1,fake,D0710,kept,,,,,,,"fake: n.假货,欺骗adj.假的vt.伪造,赝造,捏造,假造,仿造vi.伪装"
O0712,fame,2,"fame, famine",0,,2,"fame, famine",D0711,kept,形近联想：fame 与 famine 仅差一个字母 e,fame 名声，famine 饥荒；二者形近但意远，可联想“饥荒缺粮，如同单词缺e”。,大饥荒(famine)时，名声(fame)再好也换不来食物。,名声 fame 多 e，饥荒 famine 缺 e,rise to fame - 成名 | famine relief - 饥荒救济,famous (著名的) | starve (饿),fame: n. 名声，名望；传闻，传说vt. 使闻名，使有名望 | famine: n. 饥荒；饥饿，奇缺
O0713,fantastic,1,fantastic,0,,1,fantastic,D0712,kept,,,,,,,fantastic: adj. 奇异的；空想的；异想天开的；古怪的；极好的，极出色的；不可思议的；不切实际的；（数量）极大的n. 古怪的人adv. 极其，非常
O0714,farewell,1,farewell,0,,1,farewell,D0713,kept,,,,,,,farewell: n. 告别，辞别；再见；再会int. 别了！（常含有永别或不容易再见面的意思）；再会！adj. 告别的
O0715,farther,1,farther,0,,1,farther,D0714,kept,,,,,,,farther: adv. 更远地；此外；更进一步地adj. 进一步的；更远的（far的比较级）
O0716,fascinate,1,fascinate,0,,1,fascinate,D0715,kept,,,,,,,fascinate: v. 使着迷，使神魂颠倒；（尤指蛇）以眼神震慑（人或动物），使无法动弹
O0717,fashion,1,fashion,0,,1,fashion,D0716,kept,,,,,,,fashion: n. 时尚；时装；样式；方式；时髦人物vt. 使用；改变；做成…的形状
O0718,fashionable,1,fashionable,0,,1,fashionable,D0717,kept,,,,,,,fashionable: adj. 流行的；时髦的；上流社会的
O0719,fasten,1,fasten,0,,1,fasten,D0718,kept,,,,,,,fasten: vt. 使固定；集中于；扎牢；强加于vi. 扣紧；抓住；集中注意力n. (Fasten)人名；(英)法森
O0720,fate,2,"fatal, fate",3,"fatally, fatality, fateful",5,"fatal, fate, fatally, fatality, fateful",D0719,kept,拉丁 fatum 命运，fatal 意为命运决定的后果,fate 指命运，fatal 指致命的，命运常常决定生死。,命运(fate)给了他致命(fatal)一击。,命运注定，一击致命,a twist of fate - 命运的转折 | fatal accident - 致命事故,fatality (死亡率) | destiny (命运),fatal: adj. 致命的；重大的；毁灭性的；命中注定的n. (Fatal)人名；(葡、芬)法塔尔 | fate: n. 命运vt. 注定n. (Fate)人名；(英)费特
O0721,fatigue,1,fatigue,0,,1,fatigue,D0720,kept,,,,,,,fatigue: n. 疲劳，疲乏；杂役vt. 使疲劳；使心智衰弱vi. 疲劳adj. 疲劳的
O0722,faulty,1,faulty,0,,1,faulty,D0721,kept,,,,,,,faulty: adj. 有错误的；有缺点的
O0723,favourable,1,favourable,0,,1,favourable,D0722,kept,,,,,,,favourable: adj. 有利的，顺利的；赞成的
O0724,fearful,1,fearful,0,,1,fearful,D0723,kept,,,,,,,fearful: adj. 可怕的；担心的；严重的
O0725,feasible,2,"feasible, feature",0,,2,"feasible, feature",D0724,kept,词根 feas/feat 来自拉丁语 facere 做；-ible 可…的；-ure 名词后缀,feasible 指可做的，feature 指形成的特征，同源可联想记忆,一部新手机主打5G特征，设计师验证方案是否可行,可行(feasible)方案做出来，独特特征(feature)显出来,a feasible plan - 可行的计划 | key feature - 主要特征 | feature film - 故事片,"联想 feat, factory 等同根词",feasible: adj. 可行的；可能的；可实行的 | feature: n. 特色，特征；容貌；特写或专题节目vi. 起重要作用vt. 特写；以…为特色；由…主演
O0726,february,1,february,0,,1,february,D0725,kept,,,,,,,february: n. 二月
O0727,federation,1,federation,0,,1,federation,D0726,kept,,,,,,,federation: n. 联合；联邦；联盟；联邦政府
O0728,feeble,1,feeble,0,,1,feeble,D0727,kept,,,,,,,feeble: adj. 微弱的，无力的；虚弱的；薄弱的
O0729,feedback,1,feedback,0,,1,feedback,D0728,kept,,,,,,,feedback: n. 反馈；成果，资料；回复
O0730,fellowship,1,fellowship,0,,1,fellowship,D0729,kept,,,,,,,fellowship: n. 团体；友谊；奖学金；研究员职位
O0731,feminine,1,feminine,0,,1,feminine,D0730,kept,,,,,,,feminine: adj. 女性的；妇女（似）的；阴性的；娇柔的
O0732,fertile,3,"fertile, fertilize, fertilizer",0,,3,"fertile, fertilize, fertilizer",D0731,kept,词根 fertil 表示“肥沃、多产”；-ize 动词后缀；-er 表示物或人,fertile 是形容词，fertilize 是动词，fertilizer 是名词，构成完整的派生链,想象一片肥沃的土地，农民施肥让它更富饶，最后收获果实,肥沃(fertile)田地需施肥(fertilize)，化肥(fertilizer)助产好收成,fertile soil - 肥沃土壤 | fertilize the land - 给土地施肥 | chemical fertilizer - 化学肥料,注意 fertilize 还有“使受精”义,fertile: adj. 富饶的，肥沃的；能生育的 | fertilize: vt. 使受精；使肥沃 | fertilizer: n. [肥料] 肥料；受精媒介物；促进发展者
O0733,filter,1,filter,0,,1,filter,D0732,kept,,,,,,,filter: n. 过滤器；滤波器；筛选程序；分流指示灯v. 过滤；渗透；用过滤法除去；慢慢传开；缓行；仅可左转行驶n. （Filter）（德）菲尔特（人名）
O0734,finance,4,"finally, finance, financial, finite",0,,4,"finally, finance, financial, finite",D0733,kept,词根 fin 表示“结束、界限”；-ance 名词后缀；-ial 形容词后缀；-ly 副词后缀；-ite 形容词后缀,四个词均含 fin，finance 原指终结债务，financial 为其形容词；finally 最终；finite 有限的，都体现“界限”含义,公司每月做财务报表，划定收支界限，深知资源有限，最终实现财务健康,财政(finance)管理界限分明，有限(finite)资源终(finally)平衡,finance department - 财务部 | financial crisis - 金融危机 | finally finish - 终于完成 | finite resources - 有限资源,"可延伸记忆 finish, define, infinite 等",finally: adv. 最后；终于；决定性地 | finance: n. 财政，财政学；金融vt. 负担经费，供给…经费vi. 筹措资金n. (Finance)人名；(法)菲南斯 | financial: adj. 金融的；财政的，财务的 | finite: adj. 有限的；限定的n. 有限之物
O0735,finding,1,finding,0,,1,finding,D0734,kept,,,,,,,finding: n. 发现；裁决；发现物v. 找到；感到（find的ing形式）；遇到
O0736,fireman,2,"fireman, fisherman",0,,2,"fireman, fisherman",D0735,kept,后缀 -man 表示从事某类活动或职业的人,两个都是职业名词，形式相似，可对比记忆,消防员在火场救人，渔夫在水上捕鱼，都是社区守护者,火中英雄消防员(fireman)，水里能手渔夫(fisherman),fireman save lives - 消防员救人 | fisherman's wharf - 渔人码头,"联想 policeman, postman 等 -man 职业词",fireman: n. 消防队员；救火队员；锅炉工n. (Fireman)人名；(英)法尔曼 | fisherman: n. 渔夫；渔人
O0737,fitting,1,fitting,0,,1,fitting,D0736,kept,,,,,,,"fitting: adj.适合的,相称的,适宜的n.试穿,试衣,装配,装置"
O0738,fixture,1,fixture,0,,1,fixture,D0737,kept,,,,,,,fixture: n. 设备；固定装置；固定于某处不大可能移动之物
O0739,flank,1,flank,0,,1,flank,D0738,kept,,,,,,,flank: n. 侧面；侧翼；侧腹vt. 守侧面；位于…的侧面；攻击侧面vi. 侧面与…相接adv. 在左右两边n. (Flank)人名；(瑞典、匈)弗兰克；(法)弗朗克
O0740,flap,1,flap,0,,1,flap,D0739,kept,,,,,,,flap: n. 拍打，拍打声；神经紧张；（飞机的）襟翼；风门，挡板；[医]皮瓣vi. 拍动；神经紧张；鼓翼而飞；（帽边等）垂下vt. 拍打；扔；拉下帽边；飘动
O0741,flare,1,flare,0,,1,flare,D0740,kept,,,,,,,"flare: n.闪光,闪耀vi.闪光,突然烧起来,闪耀vt.使闪耀,使张开"
O0742,flatter,1,flatter,0,,1,flatter,D0741,kept,,,,,,,flatter: vt. 奉承；谄媚；使高兴
O0743,flavour,1,flavour,0,,1,flavour,D0742,kept,,,,,,,flavour: n. 香味；滋味vt. 给……调味；给……增添风趣
O0744,flaw,1,flaw,0,,1,flaw,D0743,kept,,,,,,,flaw: n. 瑕疵，缺点；一阵狂风；短暂的风暴；裂缝，裂纹v. 使生裂缝，使有裂纹；使无效；使有缺陷vi. 生裂缝；变得有缺陷
O0745,fleet,1,fleet,0,,1,fleet,D0744,kept,,,,,,,"fleet: n.舰队(尤指有固定活动地区的舰队),港湾,小河adj.快速的,敏捷的,浅的adv.浅vt.消磨vi.疾驰,飞逝,掠过"
O0746,fling,1,fling,0,,1,fling,D0745,kept,,,,,,,fling: vt. 掷，抛；嘲笑；使陷入；轻蔑地投射；猛动n. 掷，抛；嘲弄；急冲vi. 猛冲，急行
O0747,flock,1,flock,0,,1,flock,D0746,kept,,,,,,,flock: n. 群；棉束（等于floc）vt. 用棉束填满vi. 聚集；成群而行n. (Flock)人名；(德、瑞典)弗洛克
O0748,flourish,1,flourish,0,,1,flourish,D0747,kept,,,,,,,flourish: v. 繁荣，茂盛；茁壮成长，处于旺盛时期；挥舞；炫耀n. 夸张动作；出色部分；华丽辞藻；花彩字；（管弦乐）花彩号声
O0749,fluid,3,"fluctuate, fluid, flush",0,,3,"fluctuate, fluid, flush",D0748,kept,词根 flu 表示“流动”；-id 形容词/名词后缀；-ate 动词后缀；flush 源自 flux 流动,三个词均含流动意象：液体流动、波动、冲洗,管道里水流不稳，压力波动，马桶自动冲洗,流体(fluid)波动(fluctuate)水花溅，一冲(flush)了之变清爽,brake fluid - 制动液 | fluctuate wildly - 剧烈波动 | flush the toilet - 冲马桶,"联想 fluent, influence 等","fluctuate: vi. 波动；涨落；动摇vt. 使波动；使动摇 | fluid: n. 流体，液体adj. 流动的；不固定的，易变的；流畅的，优美的；液压传动的 | flush: n.奔流,晕红,激动,萌芽,活力旺盛,发烧,一手同花的五张牌,惊鸟;adj.挥霍的,直接的,泛滥的;adv.齐平地,直接地;vi.(脸)发红,奔涌,充沛,惊飞;vt.淹没,冲洗,使脸红,使齐平,使惊飞,使激动"
O0750,flutter,1,flutter,0,,1,flutter,D0749,kept,,,,,,,"flutter: n.摆动,鼓翼,烦扰vi.鼓翼,飘动,悸动,乱跳,烦扰vt.拍(翅),使焦急"
O0751,foam,1,foam,0,,1,foam,D0750,kept,,,,,,,foam: n. 泡沫；水沫；灭火泡沫vi. 起泡沫；吐白沫；起着泡沫流动vt. 使起泡沫；使成泡沫状物
O0752,foil,1,foil,0,,1,foil,D0751,kept,,,,,,,"foil: n.箔,金属薄片,[建]叶形片,烘托,衬托vt.衬托,阻止,挡开,挫败,贴箔于"
O0753,footstep,1,footstep,0,,1,footstep,D0752,kept,,,,,,,footstep: n. 脚步；脚步声；足迹
O0754,forbid,2,"forbid, forbidden",0,,2,"forbid, forbidden",D0753,kept,forbid是原形，forbidden是过去分词兼形容词，同源，意为禁止,forbidden由forbid派生，常用作形容词'被禁止的'，可同记,一个禁止标志，写着'No Smoking (禁止 for-bid)，违者被禁止 (forbidden) 进入',forbid禁止，forbidden被禁止,forbid smoking - 禁止吸烟 | forbidden city - 紫禁城,"比较 ban, prohibit","forbid: vt. 禁止；不准；不允许；〈正式〉严禁 | forbidden: adj.禁止的,严禁的 vbl.forbid的过去分词"
O0755,foreigner,1,foreigner,0,,1,foreigner,D0754,kept,,,,,,,foreigner: n. 外地人，外国人
